gene,CARCASMEAN,GUTMEAN,SIG,PARA ,ORTHO,lethaltc,TRANS,HUMAN
gene12282,8.97138,11.1818,0,0,73,0,0,0
gene12289,0.0205249,0,0,2,169,0,0,0
CUFF.1110,18.5527,11.342,1,0,147,0,0,0
gene12279,0.339146,0.406152,0,1,219,0,0,0
gene12284,0.371863,0.107139,1,1,219,0,0,0
gene12293,4.815,0.173978,1,2,578,0,0,0
CUFF.1114,38.4457,18.1871,1,0,6,0,0,0
gene12292,7.53889,1.74087,1,0,157,0,0,0
gene12294,0,0,0,1,337,0,0,0
gene12291,39.6227,63.2598,1,3,756,0,15,1
gene12296,17.1968,16.3614,0,0,5,0,0,0
gene12297,12.882,16.8454,0,0,72,0,0,0
gene12302,26.2156,11.5793,1,0,163,0,0,0
gene12301,78.091,253.725,1,0,126,0,6,0
gene12313,13.4757,12.2809,0,0,110,0,0,0
gene12309,54.9549,61.9079,0,0,199,0,0,0
gene12310,0.0974892,0.087634,0,0,111,0,0,0
gene12303,8.66555,16.6784,1,0,63,0,7,0
gene12306,21.6987,40.427,0,0,3,0,0,0
gene12308,91.5637,6.21495,1,0,6,0,0,0
gene12314,0.0846115,0.0557016,0,0,148,0,0,0
gene12304,0.0674053,0.8334,1,0,126,0,2,0
gene12305,22.4013,57.2494,1,0,115,0,25,1
gene12307,0.334981,0.126819,0,0,160,0,0,0
gene12319,2.25178,0.343675,1,0,8,0,0,0
gene12318,19.5369,14.6209,0,3,141,0,0,0
gene12316,43.9421,25.2398,1,0,2,0,0,0
gene12317,0.966599,0.175093,1,0,126,0,0,0
CUFF.1115,10.9895,8.66749,0,0,178,0,0,0
gene12323,24.8714,32.01,0,2,159,0,0,0
gene12327,5.37277,134.617,1,1,13,0,15,0
gene12322,0,0,0,0,143,0,0,0
gene12326,24.7993,1.43885,1,0,93,0,0,0
gene12325,0.0358302,0.0541371,0,0,41,0,0,0
gene12321,1.79668,1.16814,0,0,199,0,0,0
gene12328,53.1878,43.9841,0,0,5,0,0,0
gene12329,76.8202,101.578,0,1,16,0,0,0
gene12330,13.93,7.211,0,0,6,0,0,0
gene12339,0.247181,0.381981,0,1,79,0,0,0
gene12338,42.8906,49.8623,0,0,143,0,0,0
CUFF.1197,1281.87,95.9801,1,0,145,0,0,0
gene12340,0.14784,0.137242,0,0,152,0,0,0
CUFF.1117,14.1711,15.0013,0,1,333,0,0,0
CUFF.1128,98.6852,59.5364,1,0,84,0,0,0
gene12372,59.2606,104.562,1,1,228,0,7,0
gene12366,131.179,184.711,0,12,984,0,0,0
gene12348,25.8467,40.6606,0,0,6,0,0,0
CUFF.1127,44.6633,26.6701,1,0,139,0,0,0
gene12352,51.7887,65.8509,0,0,370,0,0,0
gene12342,17.0833,23.5959,0,0,31,0,0,0
gene12359,52.0026,39.1904,0,0,153,0,0,0
gene12364,38.9348,43.7337,0,0,155,0,0,0
gene12341,0.897321,0.172434,1,1,202,0,0,0
gene12351,10.0325,30.4665,0,1,153,0,0,0
gene12375,4.752,1.51985,1,0,165,0,0,0
gene12347,6.97783,8.3139,0,0,208,0,0,0
gene12382,4.51907,3.83589,0,5,331,0,0,0
gene12384,14.5527,1.3911,1,0,6,0,0,0
gene12350,11.8461,60.6246,1,4,453,0,51,0
gene12356,16.0661,2.70048,0,1,166,0,0,0
CUFF.1135,15.1425,2.50707,1,1,166,0,0,0
gene12378,0.191788,0.0711012,0,1,303,0,0,0
gene12345,16.109,23.6724,1,0,173,0,18,0
CUFF.1120,12.1939,56.2329,1,0,5,0,68,0
gene12361,462.361,120.647,1,0,122,0,0,0
gene12344,8.14523,11.8172,0,5,331,0,0,0
gene12343,10.0756,22.2819,1,1,153,0,29,0
CUFF.1121,9.61705,62.1565,1,0,144,0,73,0
gene12358,23.8603,62.7984,1,0,155,0,30,0
gene12346,19.0812,22.95,0,1,175,0,0,0
gene12387,16.2021,10.8859,1,18,295,0,0,0
gene12362,63.8226,65.374,0,18,295,0,0,0
gene12370,0.00996486,0.0858038,0,18,295,0,0,0
gene12374,2.09248,34.4232,1,18,295,0,6,0
gene12360,12.5386,21.8642,0,18,295,0,0,0
gene12379,16.6538,9.65856,1,18,295,0,0,0
CUFF.1144,27.2004,8.83049,1,18,295,0,0,0
gene12369,11.5871,17.2515,1,0,150,0,16,0
gene12381,91.4388,135.215,1,0,159,0,5,0
gene12380,0.776931,0.277158,0,0,11,0,0,0
gene12363,24.7076,23.2825,0,3,196,0,0,0
gene12351,10.0325,30.4665,0,1,302,0,0,0
gene12373,3.30664,79.5938,1,1,345,0,13,0
gene12355,4270.56,3840.99,0,0,4,0,0,0
gene12367,58.6808,80.0846,0,0,6,0,0,0
gene12376,56.9086,34.2404,1,0,175,0,0,0
gene12392,0,0,0,2,123,0,0,0
gene12396,0,0,0,3,447,0,0,0
gene12391,17.39,553.619,1,0,75,0,7,0
gene12397,0.0112235,0.0107927,0,3,279,0,0,0
CUFF.1123,2.54839,3.09812,0,1,49,0,0,0
gene12398,41.8477,51.3908,0,3,532,0,0,0
gene12394,0,0,0,0,133,0,0,0
gene12399,0.152575,0.0913847,0,0,2,0,0,0
gene12390,7.46101,12.9933,1,0,152,0,13,0
gene12393,4.52582,6.45545,0,0,144,0,0,0
gene12389,0.353261,0.384897,0,0,103,0,0,0
gene12400,40.9255,31.7146,0,1,253,0,0,0
gene12401,0,0.0170805,0,0,6,0,0,0
CUFF.1126,17.0444,19.2028,0,1,300,0,0,0
gene12403,2.00057,1.08275,0,1,126,0,0,0
gene12408,1.78289,1.89772,0,0,6,0,0,0
gene12419,64.8051,113.314,1,0,346,0,4,0
gene12418,116.675,205.363,1,0,114,24,24,1
gene12405,6.91379,44.8459,1,0,64,0,5,0
gene12416,17.4292,44.5298,1,0,159,0,8,1
gene12412,28.8134,25.3918,0,0,137,0,0,0
gene12406,2062.52,2430.58,0,0,152,0,0,0
CUFF.1125,9.58054,13.8111,0,0,149,0,0,0
gene12410,0.0220128,0,0,13,1364,0,0,0
gene12407,10.3339,14.27,0,0,10,0,0,0
gene12415,14.8878,10.1527,0,2,462,0,0,0
CUFF.1122,24.7881,7.46177,1,0,165,0,0,0
gene12404,0,0,0,0,8,0,0,0
gene12409,40.0785,31.3543,0,0,118,0,0,0
gene12421,4.7856,6.21793,0,0,169,0,0,0
gene12424,42.1752,3.15953,1,0,6,0,0,0
gene12423,2.70387,0.128309,1,0,159,0,0,0
gene12422,29.6537,4.94343,1,16,2857,0,0,0
gene12439,44.1949,72.2574,1,0,6,0,15,0
CUFF.1129,136.583,47.1895,1,0,6,0,0,0
gene12440,84.9105,295.809,1,1,142,0,8,1
gene12443,22.0449,20.6063,0,1,152,0,0,0
gene12433,23.9525,25.2206,0,0,158,0,0,0
gene12441,59.7403,7.04688,1,0,6,0,0,0
gene12427,22.5583,31.7733,0,0,15,0,0,0
gene12432,0.20268,0.165534,0,4,962,0,0,0
gene12431,1.84589,1.25298,0,0,950,0,0,0
CUFF.1133,35.6705,23.8264,1,0,174,0,0,0
gene12426,37.4517,68.1906,1,0,7,0,5,0
gene12429,10.9706,12.3205,0,0,4,0,0,0
gene12437,13.5098,54.4676,1,0,155,0,7,0
gene12434,14.5123,24.8974,1,0,148,0,5,0
gene12436,4.55856,174.691,1,0,128,0,16,0
gene12430,18.2208,22.0802,0,1,168,0,0,0
gene12451,2.12791,120.868,1,2,339,0,6,0
gene12454,11.9048,513.396,1,1,274,0,5,0
gene12445,0.0978253,0.00865401,0,0,2,0,0,0
gene12444,163.004,217.04,0,19,591,0,0,0
gene12456,0.385424,0.876062,0,115,1322,0,0,0
gene12448,2.51282,1.27434,1,3,252,0,0,0
gene12457,4.04503,1.4306,1,1,167,0,0,0
gene12447,57.9614,53.284,0,2,420,0,0,0
gene12453,0.0504998,0.0582021,0,3,819,0,0,0
gene12450,16.2558,82.2941,1,0,2,0,6,0
gene12446,35.5842,43.283,0,0,185,0,0,0
gene12452,4.19638,0.725272,1,0,162,0,0,0
gene12466,0.276152,0.130038,0,0,185,0,0,0
CUFF.1132,18.1926,11.1714,1,0,37,0,0,0
CUFF.1138,33.7979,20.2817,1,0,86,0,0,0
gene12459,0.0105811,0,0,0,5,0,0,0
CUFF.1145,1.30734,1.33926,0,3,300,0,0,0
gene12465,13.1906,13.9782,0,0,146,0,0,0
gene12463,60.0267,67.661,0,131,1043,0,0,0
gene12468,21.8319,5.17662,1,0,152,0,0,0
gene12474,0.368537,0.520151,0,5,357,0,0,0
CUFF.1134,19.3305,19.7916,0,6,378,0,0,0
gene12472,47.6443,70.3713,1,1,4,9,9,0
CUFF.1136,23.4137,34.6648,1,0,96,0,169,0
gene12479,0.107267,0.0279837,0,0,104,0,0,0
gene12476,0.51875,51.2692,1,0,3,0,7,0
gene12481,9.64723,762.91,1,0,4,0,9,0
gene12489,0.127694,0.351838,0,20,413,0,0,0
gene12483,84.2567,117.969,0,0,2,0,0,0
gene12488,0.396157,0.444563,0,2,12,0,0,0
gene12487,25.4833,16.2433,1,0,73,0,0,0
CUFF.1137,19.6328,17.5788,0,10,254,0,0,0
gene12496,37.2042,46.7402,0,0,6,0,0,0
gene12491,12.7539,21.5245,1,0,6,0,12,0
gene12490,11.4746,4.46408,1,0,36,0,0,0
gene12511,74.3197,61.1438,0,0,254,0,0,0
gene12509,18.3021,23.419,0,0,10,0,0,0
gene12497,1559.19,1731.92,0,0,7,0,0,0
gene12495,130.593,243.935,1,3,806,0,4,0
gene12500,6.56824,3.1109,1,0,6,0,0,0
gene12507,0.505229,0.228508,1,3,172,0,0,0
gene12510,33.3599,42.2955,0,0,22,0,0,0
gene12498,15.7036,22.3341,0,0,157,0,0,0
gene12499,932.517,1166.91,0,0,142,0,0,0
gene12506,29.0809,30.7593,0,0,154,0,0,0
gene12494,13.545,23.402,1,0,2,0,10,0
gene12493,3.34184,1.51059,1,6,679,0,0,0
gene12505,28.9851,22.5919,0,0,8,0,0,0
gene12504,14.5613,17.1481,0,16,987,0,0,0
gene12492,25.9974,18.8276,0,0,6,0,0,0
gene12503,0.0415436,0.0070714,0,0,151,0,0,0
CUFF.1140,49.2928,43.9045,0,1,321,0,0,0
gene12512,2.55394,8.99374,1,0,4,0,71,0
gene12514,0.144631,1.2072,1,1,292,0,9,0
gene12513,5.16524,5.49513,0,0,6,0,0,0
gene12527,0,0,0,0,169,0,0,0
gene12523,28.8449,20.1752,1,0,2,0,0,0
gene12524,0.0250548,0,0,1,183,0,0,0
gene12519,44.3694,64.3245,1,0,129,0,7,0
gene12520,0.00459719,0.00441321,0,1,309,0,0,0
gene12521,41.1841,4.40566,1,1,330,0,0,0
gene12515,0.135152,0.0446316,0,3,459,0,0,0
gene12525,0.030951,0.0114605,0,9,237,0,0,0
gene12518,18.7551,21.7552,0,0,146,0,0,0
gene12526,0,0,0,0,14,0,0,0
gene12516,0,0,0,0,159,0,0,0
gene12534,0.864065,1.43097,0,1,269,0,0,0
CUFF.1143,11.2981,2.16829,1,5,288,0,0,0
CUFF.1139,26.5529,42.2542,1,1,14,0,108,1
gene12528,0.30497,0.128739,0,0,165,0,0,0
gene12529,22.1016,34.1325,1,0,153,0,75,0
CUFF.1146,36.7733,32.0656,0,1,172,0,0,0
gene12530,22.2755,23.1695,0,0,5,0,0,0
gene12531,53.3325,49.1254,0,5,41,0,0,0
gene12538,3.07893,0.169704,1,0,197,0,0,0
gene12539,1.0274,1.2188,0,0,23,0,0,0
gene12544,142.402,252.424,1,0,162,0,4,0
gene12546,0.00779516,0,0,0,154,0,0,0
gene12542,12.794,4.84735,1,0,148,0,0,0
gene12547,0,0,0,0,177,0,0,0
CUFF.1142,3.90776,55.5253,1,0,6,0,28,0
gene12551,0,0,0,0,6,0,0,0
gene12550,0,0,0,1,194,0,0,0
gene12543,0.0498124,0.0166031,0,0,162,0,0,0
gene12541,51.9144,22.7997,1,9,63,0,0,0
gene12549,0,0,0,0,144,0,0,0
gene12555,69.8297,71.6122,0,0,6,0,0,0
gene12556,37.7,15.0625,1,0,167,0,0,0
CUFF.1156,17.5842,4.65945,1,1,161,0,0,0
gene12553,26.4532,4.56219,1,0,13,0,0,0
gene12557,23.1793,26.9707,0,0,174,0,0,0
gene12560,23.4884,4.34464,1,0,81,0,0,0
gene12561,61.5176,21.4194,1,3,308,0,0,0
gene12562,28.2617,31.4566,0,3,452,0,0,0
CUFF.1150,18.707,5.4123,1,1,481,0,0,0
gene12568,7.15041,3.22355,1,0,252,0,0,0
gene12565,0,0,0,3,486,0,0,0
gene12569,3.22013,4.22828,0,2,817,0,0,0
gene12570,10.6687,1.63347,1,0,2,0,0,0
gene12571,9.39058,2.03097,1,0,10,0,0,0
gene12594,70.8907,242.438,1,2,817,0,13,1
gene12605,878.657,1128.43,0,0,4,0,0,0
gene12602,0.872936,0.443362,0,1,9,0,0,0
gene12575,18.1422,14.3822,0,1,35,0,0,0
CUFF.1147,32.8544,6.96508,1,1,314,0,0,0
gene12580,0.354014,0.133599,0,0,146,0,0,0
gene12582,1.15563,0.0434749,0,0,116,0,0,0
gene12587,14.1181,1.22339,1,30,2344,0,0,0
gene12572,0.0217999,0.0133185,0,2,151,0,0,0
gene12591,6.47667,110.592,1,0,119,0,10,0
CUFF.1158,16.509,30.7917,1,2,151,0,102,0
gene12604,74.1843,128.401,1,0,5,0,3,0
gene12586,10.7192,6.98315,0,2,466,0,0,0
gene12589,26.6057,5.52327,1,0,8,0,0,0
CUFF.1151,12.0243,2.60004,1,0,6,0,0,0
CUFF.1149,2.17787,2.07002,0,0,15,0,0,0
gene12579,34.7013,42.6201,0,2,460,0,0,0
gene12597,18.6214,22.3788,0,0,157,0,0,0
gene12576,17.4998,29.4004,1,0,9,0,11,0
gene12581,0.0692239,0,0,0,8,0,0,0
gene12599,16.9076,25.84,1,0,156,0,7,0
gene12593,189.019,16.9002,1,0,147,0,0,0
gene12577,8.06353,2.22268,0,38,1469,0,0,0
gene12574,3.30471,3.34288,0,0,3,0,0,0
gene12583,0.0206293,0,0,0,93,0,0,0
gene12585,0.174568,0,0,0,11,0,0,0
gene12588,25.5517,2.42227,1,0,3,0,0,0
gene12601,39.2725,27.8069,0,0,2,0,0,0
gene12598,24.3386,10.5496,1,0,180,0,0,0
gene12573,0.611967,0.118725,1,0,14,0,0,0
gene12584,0.481162,0.0311398,1,0,150,0,0,0
gene12590,3.19685,0.333994,1,45,852,0,0,0
gene12578,59.6939,73.1263,0,0,102,0,0,0
gene12609,6.47165,9.89899,0,0,155,0,0,0
gene12616,62.3076,15.833,1,0,22,0,0,0
gene12612,18.2902,20.2679,0,16,987,0,0,0
gene12608,19.6406,28.1577,1,22,824,0,36,0
gene12611,12.2892,10.6908,0,1,7,0,0,0
gene12617,1.98158,0.201946,1,22,824,0,0,0
gene12610,59.1706,100.401,1,0,6,0,4,0
gene12615,1.80636,0.543613,1,115,1322,0,0,0
gene12613,42.6977,48.5144,0,5,113,0,0,0
gene12614,68.6195,26.3804,1,0,5,0,0,0
gene12607,29.1047,14.5224,1,1,150,0,0,0
gene12630,17.6343,3.68816,1,72,1461,0,0,0
gene12622,1.77035,0.296432,1,21,942,0,0,0
gene12623,0.027573,0.018051,0,224,9884,0,0,0
gene12629,18.2024,1.19886,1,21,587,0,0,0
gene12628,24.2887,0.748143,1,0,4,0,0,0
gene12619,23.1189,0.0885642,1,1,151,0,0,0
gene12620,0.0350448,0.131695,0,0,2,0,0,0
gene12621,8.41985,5.63951,0,32,510,0,0,0
gene12618,0.093839,0.11692,0,0,6,0,0,0
gene12626,1.68009,0.0927148,0,1,14,0,0,0
gene12637,6.39201,11.8733,1,0,153,0,6,0
CUFF.1152,89.1673,90.4357,0,0,5,0,0,0
gene12640,68.1081,298.707,1,0,209,0,13,0
gene12632,64.8943,97.7928,1,0,3,0,6,0
gene12641,38.3553,73.1057,1,0,7,0,15,0
CUFF.1155,13.3912,17.7219,0,0,5,0,0,0
gene12634,93.8237,3.25263,1,0,151,0,0,0
CUFF.1153,26.5012,25.762,0,12,1032,0,0,0
gene12638,0,0.00662557,0,0,4,0,0,0
CUFF.1160,14.2773,14.0016,0,0,125,0,0,0
gene12645,10.7192,8.59827,0,30,2344,0,0,0
gene12647,430.906,95.1416,1,2,340,0,0,0
gene12652,0,0,0,0,150,0,0,0
gene12642,0,0.0126334,0,0,146,0,0,0
gene12643,0.126744,12.3115,1,0,2,0,6,0
gene12648,1.36184,0.187454,1,0,11,0,0,0
gene12646,0.506019,0.381948,0,0,133,0,0,0
gene12649,15.7589,13.3538,0,16,2857,0,0,0
gene12651,1.04377,1.28684,0,0,212,0,0,0
CUFF.1157,88.4327,155.401,1,0,3,0,26,0
gene12658,1.23434,0.547712,0,10,1532,0,0,0
gene12657,0,0.0141019,0,4,325,0,0,0
gene12654,25.6546,15.2918,1,0,157,0,0,0
gene12653,0.305414,0.254702,0,1,492,0,0,0
gene12659,50.0501,1.14588,1,0,8,0,0,0
gene12656,16.8503,1.43923,1,0,144,0,0,0
gene12655,3.2253,2.35312,0,2,769,0,0,0
gene12677,0.103235,1.13039,0,1,40,0,0,0
gene12669,43.9481,50.9376,0,0,3,0,0,0
gene12662,33.1279,2.79649,1,0,145,0,0,0
gene12675,22.3133,16.5592,0,1,330,0,0,0
gene12664,13.1355,2.88528,1,17,793,0,0,0
CUFF.1159,67.1791,58.7188,0,0,145,0,0,0
gene12678,4.84783,8.36769,0,3,174,0,0,0
gene12676,0.210373,0.0993049,0,0,6,0,0,0
gene12668,20.8676,20.0096,0,3,174,0,0,0
gene12665,62.5571,40.8563,1,0,2,0,0,0
CUFF.1161,9.43147,9.79689,0,0,151,0,0,0
gene12674,61.3359,42.9291,1,0,112,0,0,0
gene12670,80.1584,69.0095,0,0,3,0,0,0
gene12671,90.54,63.1105,1,16,987,0,0,0
gene12682,6.11955,9.22497,0,0,2,0,0,0
gene12679,0.844476,1.09596,0,1,193,0,0,0
gene12680,19.8822,17.6963,0,1,156,0,0,0
gene12681,23.9818,16.6812,0,0,6,0,0,0
gene12685,181.132,132.262,0,1,176,0,0,0
gene12697,15.537,23.5015,1,0,197,0,35,0
gene12702,9.58102,6.89237,0,0,96,0,0,0
gene12686,0.00994942,0.0126811,0,1,293,0,0,0
gene12698,54.8181,247.631,1,1,317,0,10,0
gene12696,2.90461,1.76812,0,224,9884,0,0,0
gene12691,2.73759,2.76535,0,5,473,0,0,0
gene12699,20.0816,26.3786,0,0,171,0,0,0
gene12701,373.931,414.536,0,0,149,0,0,0
gene12694,29.7308,36.0331,0,9,1094,0,0,0
CUFF.1162,13.8026,13.9881,0,2,277,0,0,0
gene12700,20.2328,5.11764,1,2,4,0,0,0
gene12687,9.03765,7.48237,0,0,2,0,0,0
gene12693,4.2615,9.52684,1,1,33,0,4,0
gene12692,19.5559,17.2632,0,0,6,0,0,0
gene12689,0,0,0,131,1043,0,0,0
gene12690,19.3753,4.86665,1,0,100,0,0,0
gene12706,2005.27,2070.66,0,0,19,0,0,0
gene12704,14.512,18.6217,0,0,6,0,0,0
gene12705,16.2774,14.4627,0,14,279,0,0,0
CUFF.1168,11.3909,6.6467,1,0,5,0,0,0
gene12707,28.2348,30.5866,0,0,147,0,0,0
CUFF.1170,26.7905,27.0205,0,1,1416,0,0,0
CUFF.1170,26.7905,27.0205,0,0,139,0,0,0
gene12703,0.112798,1.03025,1,0,152,0,4,0
gene12708,3.87542,4.31534,0,0,161,0,0,0
gene12713,15.2459,20.5625,0,0,95,0,0,0
gene12714,65.8903,93.1263,0,0,7,0,0,0
gene12731,73.7603,103.218,0,4,317,0,0,0
gene12735,18.2053,24.2235,0,4,317,0,0,0
CUFF.1163,33.388,29.5949,0,2,92,0,0,0
CUFF.1171,55.9026,50.2402,0,0,7,0,0,0
gene12717,15.986,5.49706,1,0,148,0,0,0
gene12751,29.3504,43.9732,1,0,7,0,3,0
gene12753,0,0,0,4,1027,0,0,0
gene12723,125.661,85.3282,0,6,691,0,0,0
gene12729,13.3543,249.116,1,0,5,0,5,0
gene12745,45.9696,2.76396,1,3,819,0,0,0
gene12721,14.0645,2.31145,1,1,150,0,0,0
gene12749,4.48607,0.196002,1,5,1303,0,0,0
gene12747,31.4154,34.0978,0,0,6,0,0,0
gene12741,40.7087,30.507,0,0,7,0,0,0
CUFF.1165,39.6208,28.8653,0,0,6,0,0,0
gene12727,10.2623,11.7003,0,0,109,0,0,0
gene12732,8.46629,8.40073,0,0,134,0,0,0
CUFF.1164,66.863,59.1166,0,13,1364,0,0,0
gene12728,3.73842,4.13514,0,1,5,0,0,0
gene12757,12.6983,11.5288,0,13,1364,0,0,0
CUFF.1169,19.5858,20.5884,0,0,6,0,0,0
CUFF.1172,19.9315,27.0877,0,224,9884,0,0,0
gene12754,0.467664,0.626732,0,2,200,0,0,0
gene12722,2.80296,3.30374,0,0,155,0,0,0
gene12750,43.3679,45.1365,0,0,7,0,0,0
gene12718,3.78556,3.57729,0,0,2,0,0,0
gene12726,16.7124,18.9386,0,3,483,0,0,0
gene12733,45.1697,7.60472,1,1,327,0,0,0
gene12730,31.9917,58.6012,1,45,852,0,4,0
gene12715,28.5387,56.935,1,3,459,0,19,0
gene12734,7.73102,10.459,0,6,378,0,0,0
gene12720,18.8654,22.6523,0,21,743,0,0,0
CUFF.1166,16.0519,13.0027,0,1,150,0,0,0
gene12758,1.89327,0.107142,1,0,148,0,0,0
gene12746,204.587,3.90627,1,1,323,0,0,0
gene12752,0.289341,0.209657,0,0,182,0,0,0
gene12748,12.5483,0.251617,1,0,138,0,0,0
gene12740,32.2694,50.1038,1,0,150,0,13,0
gene12736,17.8189,15.1823,0,1,306,0,0,0
gene12761,1.14666,0.886105,0,0,8,0,0,0
gene12759,0,0,0,1,96,0,0,0
gene12760,0.00961854,0,0,21,743,0,0,0
gene12764,0.139382,0.0710219,0,0,6,0,0,0
CUFF.1174,6.54805,6.83321,0,0,5,0,0,0
gene12767,10.3228,12.1099,0,1,310,0,0,0
CUFF.1173,5.2516,0.714686,1,0,155,0,0,0
gene12765,0.118947,0.134278,0,0,17,0,0,0
gene12768,12.1743,4.58772,1,0,207,0,0,0
gene12770,9.9984,12.7089,0,0,7,0,0,0
gene12769,28.7969,9.96602,1,0,160,0,0,0
gene12771,0,0,0,0,15,0,0,0
gene12788,0.446158,0.262147,0,4,1108,0,0,0
gene12778,122.537,114.57,0,4,708,0,0,0
gene12782,22.6909,20.9361,0,0,6,0,0,0
gene12781,74.5808,83.6599,0,1,205,0,0,0
gene12784,19.599,26.5947,0,0,162,0,0,0
gene12775,0.865734,1.08469,0,0,153,0,0,0
gene12780,107.426,133.293,0,0,58,0,0,0
CUFF.1177,20.4698,23.3011,0,0,160,0,0,0
CUFF.1178,1.33616,2.56286,0,0,112,0,0,0
gene12777,69.7926,93.3877,0,0,7,0,0,0
CUFF.1180,10.0175,6.94799,0,21,743,0,0,0
gene12783,13.0209,10.383,0,0,6,0,0,0
gene12793,0.0173074,0.0524033,0,4,791,0,0,0
gene12789,0.56633,0.101375,1,0,163,0,0,0
gene12799,2.81429,0.478647,1,0,143,0,0,0
gene12800,26.4013,35.0442,0,0,49,0,0,0
gene12790,0.0261905,0.0643217,0,0,5,0,0,0
gene12791,1.89354,0.262865,1,0,170,0,0,0
gene12794,5.63024,7.66207,0,1,96,0,0,0
gene12797,0.226089,0.124902,0,0,139,0,0,0
gene12798,0.459051,0.162978,1,17,793,0,0,0
gene12817,12.1972,13.0299,0,3,568,0,0,0
gene12805,39.3596,56.1768,0,0,129,0,0,0
gene12812,18.7434,21.9651,0,0,153,0,0,0
gene12813,165.894,213.644,0,0,147,0,0,0
CUFF.1182,41.8644,38.804,0,0,6,0,0,0
gene12814,126.913,147.852,0,0,4,0,0,0
gene12803,17.8624,18.4287,0,20,359,0,0,0
gene12809,2.15845,3.38457,0,3,308,0,0,0
CUFF.1176,40.3706,37.5602,0,0,151,0,0,0
gene12810,45.9087,48.3404,0,0,159,0,0,0
gene12807,21.7947,24.8658,0,131,1043,0,0,0
gene12804,10.7542,12.4947,0,12,984,0,0,0
gene12806,27.3198,29.7719,0,0,145,0,0,0
gene12816,34.4231,53.2872,1,1,79,0,4,0
gene12811,58.7576,64.3604,0,2,228,0,0,0
gene12808,25.4378,30.2993,0,4,405,0,0,0
gene12818,13.7576,10.4604,0,0,5,0,0,0
gene12824,34.1584,38.2454,0,0,21,0,0,0
gene12823,108.442,151.791,0,0,6,0,0,0
gene12819,0,0,0,0,5,0,0,0
gene12828,18.6395,46.0108,1,0,153,0,18,0
gene12827,43.2164,52.2271,0,0,238,0,0,0
gene12825,87.8981,104.505,0,0,188,0,0,0
gene12820,0.00555626,0,0,0,130,0,0,0
gene12821,32.3171,29.2118,0,0,156,0,0,0
gene12822,41.9762,51.4402,0,0,148,0,0,0
gene12826,88.3613,79.2718,0,2,416,0,0,0
gene12831,19.5868,13.3414,1,0,2,0,0,0
gene12830,0.0117065,0.00348496,0,0,150,0,0,0
gene12832,0.074007,0.114768,0,0,130,0,0,0
gene12829,0.0115965,0.00354227,0,0,99,0,0,0
gene12842,1.89948,0.355524,1,4,540,0,0,0
CUFF.1185,32.3549,45.8347,0,2,179,0,0,0
gene12839,10.8718,9.38528,0,0,6,0,0,0
gene12851,1.78193,112.913,1,0,119,0,11,0
gene12845,5.27024,1.86795,1,0,12,0,0,0
gene12858,0.205398,0,0,0,138,0,0,0
gene12854,7.05307,12.1831,1,0,193,0,8,0
CUFF.1184,10.8201,3.11701,1,3,398,0,0,0
gene12855,80.8621,234.983,1,0,147,0,15,0
gene12841,14.4266,21.4271,0,3,203,0,0,0
gene12850,2.9234,101.638,1,0,166,0,32,0
gene12840,12.0272,13.1572,0,0,151,0,0,0
CUFF.1186,104.014,23.2279,1,0,151,0,0,0
gene12857,15.0885,1.19393,1,1,8,0,0,0
gene12844,28.9206,49.3062,1,0,11,0,16,0
gene12846,39.5386,17.0873,1,1,450,0,0,0
gene12852,55.7617,26.7151,1,0,150,0,0,0
gene12848,17.16,6.12599,1,0,131,0,0,0
gene12847,5.5014,6.06026,0,6,1114,0,0,0
gene12856,22.113,0.924219,1,1,151,0,0,0
gene12859,0.0764498,0.0515146,0,6,1114,0,0,0
gene12860,0,0.047731,0,0,159,0,0,0
gene12861,0.267781,0.557521,0,21,743,0,0,0
gene12862,0.00471523,0,0,17,793,0,0,0
gene12873,0,0,0,0,4,0,0,0
gene12876,0,0,0,2,375,0,0,0
gene12874,0,0,0,17,793,0,0,0
gene12870,15.8838,34.3803,1,0,6,0,21,0
gene12869,49.6149,68.3989,0,1,102,0,0,0
gene12875,0.112769,0.0929877,0,0,77,0,0,0
CUFF.1440,33.8583,14.1072,1,0,3,0,0,0
gene12880,1.13163,0.919598,0,17,793,0,0,0
gene12877,0.480815,0.104235,1,0,162,0,0,0
gene12878,0.124328,0.0292957,0,21,743,0,0,0
gene12881,46.485,6.77094,1,3,360,0,0,0
gene12882,0.103544,0.0222092,0,0,92,0,0,0
CUFF.1193,24.1512,20.886,0,0,9,0,0,0
gene12883,31.4697,53.8648,1,2,19,0,29,0
gene12902,0.102241,0.0344304,0,1,140,0,0,0
gene12901,1.93765,2.65249,0,2,18,0,0,0
gene12891,0,0.0586632,0,0,181,0,0,0
gene12893,1.42799,0.129271,1,0,171,0,0,0
gene12896,15.1497,20.3068,0,0,2,0,0,0
gene12897,0,0.248018,0,0,7,0,0,0
gene12894,11.2173,16.041,0,0,154,0,0,0
gene12900,30.4435,55.7093,1,1,419,0,8,0
gene12898,0.549359,18.4681,1,1,15,0,11,0
gene12895,0.358893,0.0669499,0,20,359,0,0,0
gene12903,0,0,0,0,2,0,0,0
gene12906,0.154417,0.142174,0,224,9884,0,0,0
gene12913,13.6634,2.08478,1,0,14,0,0,0
gene12912,20.0964,2.47998,1,3,202,0,0,0
